"ID","AMPI__GEOGRAPHIC_AREA__R.ID","AMPI__GEOGRAPHIC_AREA__R.AMPI__TYPE__C","AMPI__PROJECT__R.NAME","AMPI__PROJECT__R.ID","AMPI__PROJECT__R.PROGRAMME_LOCATION__C"
"a0Y1i0000056o8qEAA","a0I1i000004MM8tEAG","Country","Sin fronteras: por la prevención de violencias  y el ejercicio de los derechos","a0i1i000002iK8HAAU",""
"a0Y1i0000056oeNEAQ","a0I1i000004MNtlEAG","Programme Unit","Women's Empowerment for Change, Farafenni, Gambia","a0i1i000002i56tAAA",""
"a0Y1i000007eHTmEAM","a0I1i000004MMAXEA4","Country","Preparation for Sievierodonetsk childcare institution’s transformation","a0i1i000002iMB9AAM",""
"a0Y1i000007hx6nEAA","a0I1i000004MMAEEA4","Country","GAC Emergency Response Project - Somalia","a0i1i000002iMGxAAM",""
"a0Y1i000007hx6sEAA","a0I1i000004MM8zEAG","Country","GAC Emergency Response Project - Ethiopia","a0i1i000002iMH2AAM",""
"a0Y1i000007hxRHEAY","a0I1i000004MM8lEAG","Country","GAC Emergency Response Project - Colombia","a0i1i000002iMHCAA2",""
"a0Y1i000007lsQBEAY","a0I1i000004MMAdEAO","Country","Alianza para la atención de NNA y familias en riesgo en contexto de crisis","a0i1i000002iMJrAAM",""
"a0Y1i000007lsQzEAI","a0I1i000004MMAdEAO","Country","Alianza para la atención de NNA y familias en riesgo en un contexto de crisis","a0i1i000002iMJwAAM",""
"a0Y1i0000085cdCEAQ","a0I1i000004MOVNEA4","Programme Unit","Cuidados alternativos y servicios para NNA migrantes por COVID","a0i1i000002iKu6AAE",""
"a0Y1i0000085cdHEAQ","a0I1i000004MOVaEAO","Programme Unit","Cuidados alternativos y servicios para NNA migrantes por COVID","a0i1i000002iKu6AAE",""
"a0Y1i000008A1F1EAK","a0I1i000004MM9cEAG","Country","Reducing child labor in mica-producing communities of Madagascar","a0i1i000002iMTDAA2",""
"a0Y1i000008A1F6EAK","a0I1i000004MM9pEAG","Country","“Khusi” - Mental Health and Psychosocial Support  in Nepal","a0i1i000002iMTmAAM",""
"a0Y1i000008A1FBEA0","a0I1i000004MM8QEAW","Country","Nutritional Support and Education in SOS Children’s Villages Bangladesh","a0i1i000002iMTrAAM",""
"a0Y1i000008A1fsEAC","a0I1i000004MOItEAO","Programme Unit","Entornos protectores para niño y niña","a0i1i000002i57aAAA",""
"a0Y1i000008IBw4EAG","a0I1i000004MM9rEAG","Country","Abordaje de la Violencia Basada en Género","a0i1i000002iMXjAAM",""
"a0Y1i000008IBw9EAG","a0I1i000004MM9rEAG","Country","El poder de acompañarnos en familia y comunidad.","a0i1i000002iMXtAAM",""
"a0Y1i000008IBwEEAW","a0I1i000007VW2IEAW","Programme Unit","Atención a migrantes de Venezuela en Bogotá y Soacha","a0i1i000002iKymAAE",""
"a0Y1i000008ICCVEA4","a0I1i000007VW2IEAW","Programme Unit","Apoyo económico a mujeres vulnerables y prevención de VBG en el contexto COVID","a0i1i000002iHY2AAM",""
"a0Y1i000008ICCaEAO","a0I1i000007VW2IEAW","Programme Unit","Apto para niños","a0i1i000002i78EAAQ",""
"a0Y1i000008ICCkEAO","a0I1i000007VW2IEAW","Programme Unit","Atención a población migrante de Venezuela Bogota, Santander y Cali","a0i1i000002i78OAAQ",""
"a0Y1i000008ICCuEAO","a0I1i000007VW2IEAW","Programme Unit","Atención, protección y desarrollo de niños zonas rurales afectadas por conflicto","a0i1i000002i7AFAAY",""
"a0Y1i000008MI5kEAG","a0I1i000004MOXcEAO","Programme Unit","Promoviendo los derechos de NNA y familias migrantes y/o desplazamiento forzado","a0i1i000002iI9TAAU",""
"a0Y1i000008MiXDEA0","a0I1i000004MOXUEA4","Programme Unit","Habilitación de la conectividad y acercamiento a la tecnología para comunidades","a0i1i000002iKuaAAE",""
"a0Y1i000008MiXIEA0","a0I1i000004MOXUEA4","Programme Unit","Enfoque integral para una sociedad libre de violencia para NAM.","a0i1i000002iI1AAAU",""
"a0Y1i000008MiXNEA0","a0I1i000004MOY4EAO","Programme Unit","Enfoque integral para una sociedad libre de violencia para NAM.","a0i1i000002iI1AAAU",""
"a0Y1i000008MiXSEA0","a0I1i000004MOXcEAO","Programme Unit","Enfoque integral para una sociedad libre de violencia para NAM.","a0i1i000002iI1AAAU",""
"a0Y1i000008MiXcEAK","a0I1i000004MM8vEAG","Country","Estudio sobre VbG dentro de las estructuras familiares y comunitarias","a0i1i000002iMYhAAM",""
"a0Y1i000008MiXeEAK","a0I1i000004MOXxEAO","Programme Unit","Estudio sobre VbG dentro de las estructuras familiares y comunitarias","a0i1i000002iMYhAAM",""
"a0Y1i000008Mia7EAC","a0I1i000004MOXUEA4","Programme Unit","Estudio sobre VbG dentro de las estructuras familiares y comunitarias","a0i1i000002iMYhAAM",""
"a0Y1i000008MidVEAS","a0I1i000004MOXcEAO","Programme Unit","Estudio sobre VbG dentro de las estructuras familiares y comunitarias","a0i1i000002iMYhAAM",""
"a0Y1i000008MsylEAC","a0I1i000004MMAQEA4","Country","UNICEF Care reform Project","a0i1i000002iMZuAAM",""
"a0Y1i000008MszUEAS","a0I1i000004MMA2EAO","Country","Niñas y Niños crecen en un entorno saludable frente al covid-19","a0i1i000002iMaYAAU",""
"a0Y1i000008Mt2pEAC","a0I1i000004MM8vEAG","Country","Creando espacios libres de violencia para NNA en Sonsonate","a0i1i000002iMb7AAE",""
"a0Y1i000008Wj2mEAC","a0I1i000004MM9tEAG","Country","Emergency WASH response in Four LGAs of Borno State (NE) Nigeria  Geographical","a0i1i000002iMd8AAE",""
"a0Y1i000008Wj2rEAC","a0I1i000004MM9tEAG","Country","Ensuring WASH services to reduce public health risks in vulnerable communities","a0i1i000002iMdDAAU",""
"a0Y1i000008Wj2sEAC","a0I1i000004MM9tEAG","Country","GIZ WASH in Ogun microproject","a0i1i000002iMdEAAU",""
"a0Y1i000008Wj2wEAC","a0I1i000004MM9tEAG","Country","Implementation Of Community Mobilization Services In South Borno.","a0i1i000002iMdIAAU",""
"a0Y1i000008kKY5EAM","a0I1i000004MM9TEAW","Country","INCLUSIVE EDUCATION IN KYRGYZSTAN","a0i1i000002iMdmAAE",""
"a0Y1i000008kKYKEA2","a0I1i000004MM9TEAW","Country","Construction of the Day Care Center in Issyk-Kul region","a0i1i000002iMe1AAE",""
"a0Y1i00000AkPwZEAV","a0I1i000004MM8eEAG","Country","Equipement et amélioration de la production du CFP-SOS de Douala 3e","a0i1i000002iSl5AAE",""
"a0Y1i00000Ata83EAB","a0I1i000004MM8VEAW","Country","Families and communities connected - for the Right to Health","a0i1i000002iSoOAAU",""
"a0Y1i00000Ata8vEAB","a0I1i000004MM8WEAW","Country","Youth Employment Enabling Prospects YEEP! - Bosnia and Herzegovina","a0i1i000002iSqPAAU",""
"a0Y1i00000Ata90EAB","a0I1i000004MMAAEA4","Country","Youth Employment Enabling Prospects - YEEP! - Serbia","a0i1i000002iSqeAAE",""
"a0Y1i00000Ata95EAB","a0I1i000004MM9vEAG","Country","Youth Employment Enabling Prospects - YEEP! - North Macedonia","a0i1i000002iSqjAAE",""
"a0Y1i00000Ata96EAB","a0I1i000004MM8IEAW","Country","Youth Employment Enabling Prospects - YEEP! - Albania","a0i1i000002iSqkAAE",""
"a0Y1i00000Ata9AEAR","a0I1i000004MM9REAW","Country","Youth Employment Enabling Prospects - YEEP! - Kosovo","a0i1i000002iSr3AAE",""
"a0Y1i00000AvgzJEAR","a0I1i000004MM9OEAW","Country","Youth Power Social Innovation Fund","a0i1i000002iT1XAAU",""
"a0Y1i00000MrrwyEAB","a0I1i000004MM9sEAG","Country","Not defined yet - FID","a0i1i000002ibWrAAI",""
"a0Y1i00000Mw9cQEAR","a0I1i000004MMA2EAO","Country","Equidad de Género y Sexualidad Saludable","a0i1i000002ibaeAAA",""
"a0Y1i00000NCd9AEAT","a0I1i000004MM9tEAG","Country","WPHF: Socio-economic recovery and political empowerment of women and  girls","a0i1i000002ibsYAAQ",""
"a0Y1i00000NCd9KEAT","a0I1i000004MM9tEAG","Country","IKI: Building Climate Resilient Livelihood Systems Zambia + Nigeria","a0i1i000002ibu0AAA",""
"a0Y1i00000NCt3EEAT","a0I1i000004MM9hEAG","Country","Education related funding prospect with William & Flora Hewlett Foundation","a0i1i000002ibylAAA",""
"a0Y1i00000NCt3JEAT","a0I1i000004MMAEEA4","Country","SHARPEN 3 Project","a0i1i000002ibzjAAA",""
"a0Y1i00000NCt3OEAT","a0I1i000004MMAEEA4","Country","COVID 19  preparedness and Response","a0i1i000002ibzyAAA",""
"a0Y1i00000NCt3YEAT","a0I1i000004MMAEEA4","Country","Prevention and Treatment of acute malnutrition and provision of primary health","a0i1i000002ic08AAA",""
"a0Y1i00000NCt3dEAD","a0I1i000004MMAEEA4","Country","Nutrition Project in Dharkenley, Heliwa and Sinka dheer","a0i1i000002ic0DAAQ",""
"a0Y1i00000NCt3iEAD","a0I1i000004MM8PEAW","Country","SEEDS project - SOS Azerbaijan","a0i1i000002i5QwAAI",""
"a0Y1i00000AvgzOEAR","a0I1i000004MM8REAW","Country","Support children in health, education and sport","a0i1i000002iT1rAAE",""
"a0Y1i00000AvgzTEAR","a0I1i000004MM9OEAW","Country","Maintenance Goes Pink!","a0i1i000002iT21AAE",""
"a0Y1i00000AvgzYEAR","a0I1i000004MM9OEAW","Country","We Rule in Tech!","a0i1i000002iT26AAE",""
"a0Y1i00000Avh02EAB","a0I1i000004MM8eEAG","Country","Projet de construction de l’école publique de Nkolmbong à Douala 3e.","a0i1i000002iT6DAAU",""
"a0Y1i00000Ayo3BEAR","a0I1i000004MM8MEAW","Country","ART THERAPY FOR VULNERABLE CHILDREN","a0i1i000002iTFmAAM",""
"a0Y1i00000Ayo3GEAR","a0I1i000004MMA7EAO","Country","Support of foster families, children and parents during COVID-19 pandemia","a0i1i000002iTG1AAM",""
"a0Y1i00000Ayo3LEAR","a0I1i000004MMA7EAO","Country","Special care","a0i1i000002iTGaAAM",""
"a0Y1i00000Ayo3QEAR","a0I1i000004MMA7EAO","Country","Uneasy topic","a0i1i000002iTGpAAM",""
"a0Y1i00000Ayo3VEAR","a0I1i000004MMA7EAO","Country","Strong families - strong society","a0i1i000002iTH9AAM",""
"a0Y1i00000F3NjJEAV","a0I1i000004MMAIEA4","Country","Capacity strengthening for food resilience in the Horn: SOS South Sudan","a0i1i000002iWMKAA2",""
"a0Y1i00000J5F1TEAV","a0I1i000004MMAEEA4","Country","Improving the Protective Environment and Access to Child Protection Services","a0i1i000002iYQTAA2",""
"a0Y1i00000JCtmYEAT","a0I1i000004MM8VEAW","Country","Paternidad Activa y Empoderamiento económico para familias vulnerables en BOL","a0i1i000002iYYhAAM",""
"a0Y1i00000NZqGBEA1","a0I1i000004MM9EEAW","Country","Supporting vulnerable groups during the refugee crisis - SOS Hungary","a0i1i000002i5NHAAY",""
"a0Y1i000008ICCvEAO","a0I1i000007VW2IEAW","Programme Unit","Centro de Desarrollo Familiar: por la protección de los niños, niñas, adolescent","a0i1i000002iHOCAA2",""
"a0Y1i000008ICD4EAO","a0I1i000007VW2IEAW","Programme Unit","Cuidado temporal a niños y niñas no acompañados o separados en La Guajira","a0i1i000002i79lAAA",""
"a0Y1i000008II5uEAG","a0I1i000007VW2IEAW","Programme Unit","Familias En Su Tierra (FEST)","a0i1i000002i78TAAQ",""
"a0Y1i000008II5zEAG","a0I1i000007VW2IEAW","Programme Unit","Protección de niños y jóvenes víctimas del conflicto en zona Colombia-Ecuador","a0i1i000002i79bAAA",""
"a0Y1i000009ZRogEAG","a0I1i000004MM98EAG","Country","Mejora de las instalaciones en la Aldea Infantiles SOS de Jocotán, Chiquimula","a0i1i000002iN8GAAU",""
"a0Y1i000009ahOhEAI","a0I1i000004MMAGEA4","Country","Youth Employability Program in South Africa","a0i1i000002iNBZAA2",""
"a0Y1i000009VihqEAC","a0I1i000004MOU0EAO","Programme Unit","Que ningún niño o niña crezca solo. Construcción de Centro de Desarrollo Integra","a0i1i000002i5KzAAI",""
"a0Y1i000009bIV6EAM","a0I1i000004MM9mEAG","Country","Programme de renforcement de la famille – Médiouna","a0i1i000002iNDaAAM",""
"a0Y1i000009bIVBEA2","a0I1i000004MM9mEAG","Country","Une éducation scolaire numérique de qualité pour favoriser l’employabilité","a0i1i000002iNDfAAM",""
"a0Y1i000009bIVGEA2","a0I1i000004MM9mEAG","Country","Mobiliser la jeunesse marocaine pour favoriser son insertion socio-professionnel","a0i1i000002iNDkAAM",""
"a0Y1i000009bIVVEA2","a0I1i000004MLc4EAG","Country","GENERATION G.R.I.T _ Zimbabwe","a0i1i000002iNDuAAM",""
"a0Y1i00000Ayo5CEAR","a0I1i000004MMA7EAO","Country","Point of support","a0i1i000002iTMXAA2",""
"a0Y1i00000B274HEAR","a0I1i000004MM9tEAG","Country","Spencer Foundation Education Grant - Nigeria","a0i1i000002iTOTAA2",""
"a0Y1i00000B274gEAB","a0I1i000004MM8WEAW","Country","A loving Home for Every Child - Bosnia Herzegovina","a0i1i000002iTRGAA2",""
"a0Y1i00000B27IdEAJ","a0I1i000004MOgNEAW","Programme Unit","Implementation of training programme ""AIRI vecakiem (LV version of PRIDE)","a0i1i000002i5O7AAI",""
"a0Y1i00000B27IiEAJ","a0I1i000004MOgLEAW","Programme Unit","Family strengthening and support in Bauska municipality - SOS Latvia","a0i1i000002i5SaAAI",""
"a0Y1i00000B27InEAJ","a0I1i000004MOgPEAW","Programme Unit","Implementation of de-institutionalisation - SOS Latvia","a0i1i000002i5SnAAI",""
"a0Y1i00000B27KjEAJ","a0I1i000004MOgPEAW","Programme Unit","Improvement of the quality and acsessibility of family based care module","a0i1i000002i5ScAAI",""
"a0Y1i00000B27KoEAJ","a0I1i000004MOgPEAW","Programme Unit","Strengthening of capacity of foster care families, guardians and SOS parents","a0i1i000002i5TbAAI",""
"a0Y1i00000B27KtEAJ","a0I1i000004MOgNEAW","Programme Unit","Evaluation of recently established foster care support centres and suggestions f","a0i1i000002i5XGAAY",""
"a0Y1i00000B2BGsEAN","a0I1i000004MM9VEAW","Country","Introduction of Family Conference Method in Riga FSP","a0i1i000002iTRfAAM",""
"a0Y1i00000B2BGxEAN","a0I1i000004MOgQEAW","Programme Unit","Introduction of Family Conference Method in Riga FSP","a0i1i000002iTRfAAM",""
"a0Y1i00000B2BH2EAN","a0I1i000004MM9VEAW","Country","Systemic and complex solutions - independent life","a0i1i000002iTRkAAM",""
"a0Y1i00000B2BH3EAN","a0I1i000004MOgQEAW","Programme Unit","Open dialogue Method","a0i1i000002iTRpAAM",""
"a0Y1i00000B2DVpEAN","a0I1i000004MOgPEAW","Programme Unit","Systemic and complex solutions - independent life","a0i1i000002iTRkAAM",""
"a0Y1i00000B2IP8EAN","a0I1i000004MM9VEAW","Country","Open dialogue Method","a0i1i000002iTRpAAM",""
"a0Y1i00000B2IP9EAN","a0I1i000004MM9VEAW","Country","Youth camp ""Independent life I""","a0i1i000002iTRqAAM",""
"a0Y1i00000B2IPAEA3","a0I1i000004MOgPEAW","Programme Unit","Youth camp ""Independent life I""","a0i1i000002iTRqAAM",""
"a0Y1i00000F3NjsEAF","a0I1i000004MM96EAG","Country","The Michael Steele Scholarship - Pilot Project","a0i1i000002iWRKAA2",""
"a0Y1i00000FPdbbEAD","a0I1i000004MM9zEAG","Country","Quality education and improved health for orphans in the Gaza Strip","a0i1i000002iWTBAA2",""
"a0Y1i00000FW8arEAD","a0I1i000004MMAAEA4","Country","Inclusion of vulnerable fellow citizens for a sustainable community","a0i1i000002iWYLAA2",""
"a0Y1i00000FdrC2EAJ","a0I1i000004MM9QEAW","Country","Challenge Fund for Youth Employment (CFYE), Kenya","a0i1i000002iWZiAAM",""
"a0Y1i00000FdrDaEAJ","a0I1i000004MM8vEAG","Country","Apoyo a alternativas de cuidado a través del fortalecimiento del SNPINA","a0i1i000002iWdBAAU",""
"a0Y1i00000FdrDfEAJ","a0I1i000004MOY4EAO","Programme Unit","Apoyo a alternativas de cuidado a través del fortalecimiento del SNPINA","a0i1i000002iWdBAAU",""
"a0Y1i00000FdrDkEAJ","a0I1i000004MOXcEAO","Programme Unit","Apoyo a alternativas de cuidado a través del fortalecimiento del SNPINA","a0i1i000002iWdBAAU",""
"a0Y1i00000FdrDpEAJ","a0I1i000004MM8vEAG","Country","Saneamiento, Higiene y Educación para la Primera Infancia de El Salvador","a0i1i000002iWdGAAU",""
"a0Y1i00000FdrDuEAJ","a0I1i000004MOXcEAO","Programme Unit","Saneamiento, Higiene y Educación para la Primera Infancia de El Salvador","a0i1i000002iWdGAAU",""
"a0Y1i00000Fls6kEAB","a0I1i000004MM9nEAG","Country","Melhorando as condições de aprendizagem das crianças em Cabo Delgado","a0i1i000002iWdfAAE",""
"a0Y1i00000Fls6pEAB","a0I1i000004MM9nEAG","Country","Strengthening the value chain of smallholders in Beira Corridor-Mozambique, to a","a0i1i000002iWe9AAE",""
"a0Y1i00000Fls6zEAB","a0I1i000004MOgkEAG","Programme Unit","I want, I can, I manage - SOS Poland","a0i1i000002i58TAAQ",""
"a0Y1i00000GJXJeEAP","a0I1i000004MMA8EAO","Country","Joint Vocational Education and Training Project / BIWE Phase Two","a0i1i000002iWl0AAE",""
"a0Y1i00000JaWY0EAN","a0I1i000004MM8cEAG","Country","SOS Villages d'Enfants Côte d'Ivoire Cité verte!","a0i1i000002iYfnAAE",""
"a0Y1i00000JaWY5EAN","a0I1i000004MM8WEAW","Country","Reaching Autonomous Life of Care Leavers (REAL of Care Leavers), 2021-2023","a0i1i000002iYfxAAE",""
"a0Y1i00000JaWYAEA3","a0I1i000004MMA1EAO","Country","Mejorar la capacidad cognitiva y la resiliencia en niños, niñas y adolescentes.","a0i1i000002iYhjAAE",""
"a0Y1i00000JjIQbEAN","a0I1i000004MMA8EAO","Country","PartnerRwanda","a0i1i000002iYkYAAU",""
"a0Y1i00000K9JrtEAF","a0I1i000004MM8cEAG","Country","Against Malnutrition for a Better Life / PEMACOV","a0i1i000002iYz8AAE",""
"a0Y1i00000KEC0mEAH","a0I1i000004MMA8EAO","Country","Uburumbuke Iwacu - Strengthening community-based child care","a0i1i000002iZ2WAAU",""
"a0Y1i00000KEC0rEAH","a0I1i000004MM8cEAG","Country","School, Friend of Children « Ecole, Amie des enfants »","a0i1i000002iZ43AAE",""
"a0Y1i00000KEC0wEAH","a0I1i000004MM8cEAG","Country","L'école pour tous!","a0i1i000002iZ4XAAU",""
"a0Y1i00000KEC11EAH","a0I1i000004MM8cEAG","Country","Projet Employabilité des Jeunes!","a0i1i000002iZ4hAAE",""
"a0Y1i00000KEC16EAH","a0I1i000004MM8cEAG","Country","Agrandissement du Centre de Santé Communautaire SOS Villages d'Enfants Abobo","a0i1i000002iZ4rAAE",""
"a0Y1i00000KMxWxEAL","a0I1i000004MMA4EAO","Country","Partnership for self-reliance","a0i1i000002iZ77AAE",""
"a0Y1i00000KMxX2EAL","a0I1i000004MNzSEAW","Programme Unit","Agir pour une amélioration de la protection sociale au Maroc","a0i1i000002iMkxAAE",""
"a0Y1i00000KMxX7EAL","a0I1i000004MM9mEAG","Country","Une cuisine zéro gâchis pour une amélioration de la nutrition des enfants","a0i1i000002iZAaAAM",""
"a0Y1i00000KMxXCEA1","a0I1i000004MM9mEAG","Country","Alimenter les villages d'enfants SOS en énergie solaire","a0i1i000002iZAfAAM",""
"a0Y1i00000KXIMwEAP","a0I1i000004MM9mEAG","Country","« Améliorer la qualité de l’éducation et réduire la fracture numérique","a0i1i000002iZBsAAM",""
"a0Y1i00000KXIkPEAX","a0I1i000004MMAUEA4","Country","SOS LABIB","a0i1i000002iZDKAA2",""
"a0Y1i00000Kfas4EAB","a0I1i000004MM98EAG","Country","Youth Rights for Employability","a0i1i000002iZSxAAM",""
"a0Y1i00000KfrZyEAJ","a0I1i000004MM8eEAG","Country","Appui à l’accès efficace et durable à l’énergie électrique et à l’eau potable","a0i1i000002iZUFAA2",""
"a0Y1i00000Kfra3EAB","a0I1i000004MM8eEAG","Country","Amélioration de l’offre numérique et renforcement de l’apprentissage digital","a0i1i000002iZUZAA2",""
"a0Y1i0000056pjxEAA","a0I1i000004MM8WEAW","Country","Making lives Better! Mental Health of children and youth in Alternative Care BiH","a0i1i000002iKFwAAM",""
"a0Y1i0000056pkCEAQ","a0I1i000004MM8WEAW","Country","Distant from School, near to the Knowledge!","a0i1i000002iKG1AAM",""
"a0Y1i0000056plZEAQ","a0I1i000004MM8pEAG","Country","Ouverture de la piste d’accès au village d’Enfants UVIRA","a0i1i000002i7ViAAI",""
"a0Y1i0000056pydEAA","a0I1i000004MM9aEAG","Country","Empowering advocacy: standing for the better future of young people with less po","a0i1i000002iKJFAA2",""
"a0Y1i0000056qSYEAY","a0I1i000004MOhoEAG","Programme Unit","Step Forward: Tolerant Attitudes towards Children with Disabilities  (2019-2020)","a0i1i000002i5F3AAI",""
"a0Y1i0000056qSdEAI","a0I1i000004MOheEAG","Programme Unit","Foster Family for a Child with Special Needs in Murmansk, Russia (2019-2020)","a0i1i000002i5F2AAI",""
"a0Y1i0000056qZUEAY","a0I1i000004MM8iEAG","Country","Phase 2; Safeguarding the Right to Education for children girls and boys...","a0i1i000002iKOZAA2",""
"a0Y1i0000056qZZEAY","a0I1i000004MM8lEAG","Country","Strengthening the Colombian protection System","a0i1i000002iKOeAAM",""
"a0Y1i0000056qZeEAI","a0I1i000004MM9lEAG","Country","Support to vulnerable children in Ulan Bator","a0i1i000002i5WuAAI",""
"a0Y1i0000056rGTEAY","a0I1i000004MM8nEAG","Country","A loving home for every child - Croatia","a0i1i000002iKSbAAM",""
"a0Y1i0000056rGxEAI","a0I1i000004MM8WEAW","Country","ECDC Sarajevo 2020","a0i1i000002iKG6AAM",""
"a0Y1i0000056rcPEAQ","a0I1i000004MM98EAG","Country","Fortalecimiento a los Servicios Prestados Programa CDI San Juan Sacatepéquez","a0i1i000002iKUIAA2",""
"a0Y1i00000B2ce3EAB","a0I1i000004MM9VEAW","Country","Young person on the way to independence","a0i1i000002iTRuAAM",""
"a0Y1i00000B2fouEAB","a0I1i000004MOgNEAW","Programme Unit","Young person on the way to independence","a0i1i000002iTRuAAM",""
"a0Y1i00000B2kBxEAJ","a0I1i000004MM9VEAW","Country","Preventive support to newborns and preschool kids","a0i1i000002iTRzAAM",""
